ID,Thuật toán,Tham số,Chi phí tốt nhất,Chi phí trung bình,Thời gian (s)
1,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=swap, local_search=True,982.63,1054.19,0.59
490,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1121.84,1153.90,0.55
491,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1046.39,1085.20,0.35
492,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1005.31,1047.36,0.35
493,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1145.11,1165.85,0.62
494,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1014.23,1059.37,0.31
495,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1154.36,1178.36,0.31
496,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1131.74,1177.50,0.31
497,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1112.85,1151.98,0.75
498,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1138.03,1156.82,0.39
499,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1133.20,1160.34,0.53
500,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1040.47,1109.06,0.81
501,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1070.53,1114.94,0.72
502,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1151.46,1177.71,0.45
503,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1064.66,1125.48,0.56
504,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,982.63,1067.55,0.36
505,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1085.33,1124.64,0.89
506,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1176.61,1210.49,0.50
507,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1137.52,1173.15,0.63
508,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1152.39,1181.23,0.53
509,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1109.13,1159.68,0.37
510,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1065.19,1140.47,0.50
511,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1075.16,1141.30,0.93
512,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1157.06,1195.48,0.33
513,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1158.94,1188.20,0.32
514,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1069.56,1108.59,0.59
515,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1148.28,1172.76,0.55
516,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1134.10,1168.57,0.45
517,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1142.82,1181.35,0.36
518,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1084.99,1144.83,0.55
519,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1161.78,1201.80,0.36
520,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1045.16,1108.48,0.50
521,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1199.27,1229.76,0.30
522,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1109.99,1159.83,0.61
523,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1056.92,1120.50,0.46
524,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1039.24,1108.11,0.40
525,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1029.29,1098.04,0.37
526,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1029.29,1119.08,0.85
527,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1037.87,1095.16,0.69
528,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1123.76,1175.60,0.93
529,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1053.58,1136.71,0.73
530,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,986.27,1073.20,0.82
531,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1157.07,1193.62,0.53
532,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,982.63,1075.10,0.47
533,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1057.77,1108.26,0.37
534,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,986.27,1140.29,0.72
535,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1024.88,1120.70,0.52
536,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1090.25,1146.69,0.40
537,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=True,1101.70,1150.87,0.49
538,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1043.76,1098.03,0.83
539,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1147.57,1235.53,1.09
540,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=insert, local_search=False,1040.47,1111.05,0.50
541,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1104.98,1140.53,0.46
542,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1046.39,1072.78,0.51
543,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,999.12,1033.18,0.72
544,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1061.39,1108.85,0.49
545,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1057.77,1105.31,0.39
546,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,996.95,1065.05,1.09
547,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1157.06,1189.58,0.35
548,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1157.44,1182.37,0.34
549,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1003.87,1068.29,0.36
550,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,982.63,1068.62,0.41
551,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1160.97,1184.13,0.39
552,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1093.79,1135.98,0.38
553,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1142.29,1178.72,0.86
554,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1151.60,1184.51,0.36
555,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1134.06,1156.42,0.40
556,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,982.63,1051.55,0.94
557,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1083.06,1152.57,0.81
558,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1086.08,1107.55,0.66
559,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1043.76,1114.55,0.45
560,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1068.40,1112.66,0.77
561,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,999.12,1069.64,0.65
562,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1045.04,1094.46,0.43
563,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1024.88,1080.76,0.43
564,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,982.63,1026.47,0.48
565,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1079.42,1123.25,0.40
566,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1102.02,1157.44,0.40
567,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1039.24,1094.48,0.41
568,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1006.16,1070.54,0.47
569,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1077.12,1114.43,0.65
570,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1056.21,1100.96,0.39
571,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1075.30,1133.04,0.31
572,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1124.79,1166.82,0.54
573,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=True,1005.31,1084.87,0.45
574,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1062.55,1117.95,0.33
575,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=cycle, mutation_method=inversion, local_search=False,1089.87,1136.26,0.43
